"TeamName","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","F3GRate","OppF3GRate","ARate","OppARate","StlRate","OppStlRate","DefensiveFingerprint","defeFG_Pct","defTO_Pct","defOR_Pct","defFT_Rate","eFG_Pct","TO_Pct","OR_Pct","FT_Rate","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","Pythag","Off_1","Off_2","Off_3","Def_1","Def_2","Def_3","Height","HgtC","HgtPF","HgtSF","HgtSG","HgtPG","HgtEff","Exp","Bench","PtsC","PtsPF","PtsSF","PtsSG","PtsPG","ORC","ORPF","ORSF","ORSG","ORPG","DRC","DRPF","DRSF","DRSG","DRPG","teamID","NumOfGames","WinPct","Margin_Victory","Margin_Loss","My_PPG","My_FGA","My_3FGP","My_FTA","My_FTP","My_Off_Reb","My_Def_Reb","My_Tot_Reb","My_Assists","My_TO","My_Ast_TO","My_Steals","My_Blocks","My_Fouls","My_Possessions","Opp_Pts","Opp_FGA","Opp_3FGP","Opp_FTA","Opp_FTP","Opp_Off_Reb","Opp_Def_Reb","Opp_Tot_Reb","Opp_Assists","Opp_TO","Opp_Ast_TO","Opp_Steals","Opp_Blocks","Opp_Fouls","Opp_Possessions","Margin_Victory_SD","Margin_Loss_SD","My_Pts_SD","My_FG___SD","My_3FG___SD","My_FTA_SD","My_FT___SD","My_Off_Reb_SD","My_Def_Reb_SD","My_Tot_Reb_SD","My_Assists_SD","My_TO_SD","My_Ast_TO_SD","My_Steals_SD","My_Blocks_SD","My_Fouls_SD","My_Possessions_SD","Opp_Pts_SD","Opp_FG___SD","Opp_3FG___SD","Opp_FTA_SD","Opp_FT___SD","Opp_Off_Reb_SD","Opp_Def_Reb_SD","Opp_Tot_Reb_SD","Opp_Assists_SD","Opp_TO_SD","Opp_Ast_TO_SD","Opp_Steals_SD","Opp_Blocks_SD","Opp_Fouls_SD","Opp_Possessions_SD","Tourney","TourneyType"
"Mount St. Mary's",45.4927,32.9957,68.2,10.0629,48.5175,34.8387,67.5579,8.5954,42.0061,29.4677,51.6616,48.7179,0.1045,0.0983,10.9,49.6198,21.2624,32.43802,35.55133,47.1733,18.9862,30.63148,30.39514,63.0954,62.8912,97.9549,96.4952,100.5426,100.9249,0.373752,18.0137,45.8531,36.1331,19.4859,55.527,24.9871,76.2,2.47,0.71,0.08,-2.33,-3.24,3.18,1.37,43.28,17.2,20.44,18.27,20.3,23.8,34.53,32.54,17.3,8.08,7.54,26.53,30.1,16.2,15.18,11.99,1291,30,0.5,11,-14.46666667,63.1,0.402274146,0.330718203,16.66666667,0.668754874,8.966666667,19.9,28.86666667,11.4,12,1.219913948,6.733333333,3.733333333,18.3,65.78333333,64.83333333,0.448191552,0.355358028,18.7,0.661878758,9,22.8,31.8,11.4,13.3,0.968955608,6.333333333,2.733333333,16.8,65.7825,7.699721702,12.01110597,12.78293582,0.07268381,0.086970835,8.289308999,0.133985458,3.448971194,6.132727356,8.033264177,3.616056149,4.093729435,0.998817518,3.061815253,2.164499358,4.7644517,7.203795495,12.06900657,0.090334281,0.142667275,8.457398312,0.133907855,3.258939959,6.183403817,7.845051153,3.996550237,4.035617288,0.523116351,2.745947903,1.552158305,5.175539286,6.441537987,0,""
"Murray St.",52.9307,38.0546,69.521,9.5455,45.0909,34.0034,71.7286,8.0817,34.229,35.1797,55.7998,51.216,0.1045,0.0793,4.2,47.1715,18.8245,32.41758,36.47613,54.3516,16.8925,35.78529,40.24533,66.734,66.6504,116.0251,113.0903,100.8376,104.043,0.722902,20.4701,50.9402,28.5897,21.7115,48.5086,29.78,76.44,-1.22,-0.67,-1,0.24,1.53,-1.88,2.06,25.87,22.23,13.22,18.36,20.33,25.86,44.93,33.49,9.33,5.63,6.62,26.18,24.34,16.34,16.43,16.7,1293,30,0.833333333,14.56,-13.8,78,0.481978752,0.378597251,22.96666667,0.690091292,10.9,22.16666667,33.06666667,15.23333333,11.33333333,1.542829423,7.033333333,3.5,18.5,68.40916667,68.16666667,0.413191131,0.34115633,20.7,0.719853567,10.2,18.8,29,11.93333333,12.46666667,1.045171841,5.333333333,3.033333333,19,68.66583333,11.03811578,15.97498044,11.14481478,0.073301791,0.098717553,7.146174927,0.091588992,3.325450449,7.022541702,8.102504225,4.724720998,3.345953123,0.889388368,2.525502112,2.0128895,3.87520856,5.508514113,13.85661384,0.090093118,0.114926654,7.052267916,0.094942406,4.873574062,7.756643426,11.72383367,4.425111207,3.839300703,0.522384664,2.397316507,1.90250893,3.886315514,5.30796605,0,""
"NJIT",49.6193,37.6098,68.9591,13.1892,44.2162,33.8877,74.24,10.533,41.9307,34.2105,61.3223,49.8252,0.0961,0.1059,8.7,46.4794,19.1001,32.93085,44.45235,52.4687,21.2287,28.67384,39.64628,66.8543,66.572,103.4843,102.4787,101.7637,103.1165,0.482171,20.6685,43.5655,35.766,26.1999,46.1886,27.6115,75.15,-1.78,-1.78,-1.11,-1.78,-1.13,-3.56,1.64,33.13,16.86,16.55,18.75,20.75,27.09,31.75,24.05,20.12,16.79,7.29,25.07,23.17,23.68,15.88,12.2,1312,25,0.56,9.642857143,-10.72727273,68.44,0.449182257,0.387278681,20.08,0.700551381,7.8,21.4,29.2,14.32,14.04,1.087763149,6.56,4.72,20.32,67.898,67.76,0.406055986,0.325276413,24.24,0.752327584,9.36,23.04,32.4,11,12.64,0.993847909,7.12,3.2,18.68,68.594,5.878345435,7.430893743,11.00030303,0.089444688,0.118627874,7.831134443,0.116753792,3.16227766,5.09084145,6.487166819,4.543493516,3.758102358,0.422025679,2.97321375,1.696073898,4.28874496,5.061743359,9.992830763,0.055115554,0.110101012,7.551379565,0.094848052,3.69549275,6.003332408,7.593857167,3.253203549,4.111771719,0.538357838,3.1,2.061552813,4.913586606,4.702682524,0,""
"Navy",48.7626,33.1325,66.9405,11.0178,49.7377,39.1304,70.483,8.9826,31.3405,37.6309,58.8235,60.372,0.0934,0.096,-0.7,53.1086,20.1485,30.03229,36.58377,49.056,19.3573,29.46519,30.64821,61.1589,61.4831,99.5857,97.2293,106.3228,105.2996,0.285574,17.2944,56.4456,26.2599,19.534,47.0005,33.4655,75.12,-0.06,-1.04,-1.22,-2.98,-2.4,-1.11,1.71,41.8,18.59,23.39,14.95,24.21,18.86,33.33,32.13,25.29,2.95,6.3,25.06,23.57,20.49,18.37,12.5,1298,31,0.387096774,9,-12.63157895,60.80645161,0.440522497,0.336868532,15.70967742,0.629641493,7.741935484,20.35483871,28.09677419,13.22580645,11.48387097,1.307737042,5.741935484,3.387096774,17.41935484,62.46209677,65.06451613,0.462453488,0.391635026,18,0.701761104,7.322580645,21.12903226,28.4516129,13.61290323,11.80645161,1.218029894,5.870967742,3.161290323,16.25806452,62.32419355,6.633249581,10.688574,10.36152934,0.073637805,0.128786758,7.673302411,0.183420951,3.032795651,5.419399641,7.573439724,4.484861034,3.758288332,0.755989189,1.750575942,2.431425088,3.528684302,5.007464724,10.80412108,0.090642657,0.122268253,7.334848328,0.129422261,3.026407075,4.998279274,6.627411308,4.551024935,2.948664724,0.525875643,2.741555951,1.61445087,5.098808632,5.846731579,0,""
"Nebraska",48.042,28.4452,70.7483,8.9552,44.6766,33.4405,69.378,9.1691,35.0899,38.2299,47.5904,49.3151,0.0955,0.0905,7.1,46.7732,20.6461,30.30019,38.53719,46.1562,19.3526,26.73077,36.45381,63.8713,63.6052,94.6793,96.3968,98.0018,94.1324,0.567919,21.8373,52.8084,25.3543,22.2279,45.8866,31.8855,77.21,0.52,0.29,1.78,1.87,-1.71,0.82,1.87,27.24,15.8,22.1,27.83,22.32,11.96,33.29,29.79,19.35,11.09,6.48,26.69,21.39,21.75,17.65,12.52,1304,31,0.419354839,11,-10.83333333,61.4516129,0.414216959,0.280679979,18.96774194,0.70277579,7.774193548,23.06451613,30.83870968,10.16129032,12.22580645,0.90031697,6.193548387,2.903225807,18.70967742,65.49354839,63.12903226,0.406171453,0.333926024,20.22580645,0.713222634,8.709677419,24.93548387,33.64516129,10.4516129,12.83870968,0.907247091,5.870967742,3.096774194,18.09677419,66.22016129,7.291547618,7.318389408,11.52342168,0.076219426,0.096039571,9.624565344,0.139662495,3.263021886,6.717814545,8.598824626,3.512803004,3.844560464,0.391111768,2.271847337,1.850312383,4.298787026,6.289558039,9.182381447,0.065616274,0.112371858,7.919215775,0.142046566,4.503284345,6.292511337,9.569215876,3.085867892,3.597191258,0.440956576,3.1700887,2.947935308,4.989020203,6.673265753,0,""
"Nebraska Omaha",49.1659,33.0784,69.6328,8.2474,51.7338,37.5899,72.5832,9.2186,31.4681,34.2575,45.2933,56.8988,0.1077,0.0864,5.3,53.3272,20.3233,28.86266,38.87862,49.3081,18.3441,30.48181,42.59928,73.4013,73.8979,102.9868,100.6844,105.9268,108.0534,0.307401,23.1238,52.5328,24.3433,20.9228,50.434,28.6432,75.37,-0.93,0.21,-2.58,-1.82,-1.34,-0.73,1.87,32.57,20.37,18.48,21.19,24.03,15.93,48.48,21.54,11.87,9.34,8.78,32.23,25.71,16.26,12.92,12.88,1303,28,0.392857143,11.45454546,-10.76470588,76.14285714,0.444765264,0.334614983,25.28571429,0.701163134,9.642857143,23.60714286,33.25,11.85714286,13.57142857,0.925693916,7.964285714,3.142857143,20.39285714,75.29642857,78.17857143,0.473515667,0.378160882,22.53571429,0.734033754,8.285714286,23.32142857,31.60714286,15.42857143,14.75,1.102745575,6.392857143,3.75,21.57142857,75.13303571,7.737746912,7.52935432,10.46586793,0.07351201,0.113989952,8.956095143,0.092300853,4.930737198,6.773255061,10.18213759,3.738828156,3.87230022,0.357622904,2.25227692,2.223015731,3.725182429,5.432863452,10.66685268,0.076548065,0.101926427,6.244892093,0.10905341,3.041163798,8.61546229,9.715734797,4.077295504,3.038335314,0.415171168,3.247098827,2.083888815,4.33272279,6.11714369,0,""
"Nevada",41.449,25.8486,70.7668,11.4613,45.7498,34.0824,66.2519,10.8677,24.3949,33.7761,45.6853,56.1271,0.0844,0.0952,2.4,47.5648,15.6936,31.90661,40.67046,40.7962,21.9169,39.8313,39.87261,63.4612,64.4349,93.6476,95.7152,104.9014,103.8925,0.280343,25.6961,57.0766,17.2274,22.0725,49.6373,28.2902,77.78,0.52,1.53,0.33,0.43,2.78,2.06,1.59,36.57,18.28,17.32,23.79,20.73,19.88,38.66,33.27,16.09,7.26,4.72,27.11,25.63,14.96,16.23,16.06,1305,29,0.24137931,11.57142857,-13.04545455,59.44827586,0.376305167,0.256125021,21.51724138,0.714633876,12.79310345,24.17241379,36.96551724,9.310344828,13.82758621,0.82147678,5.379310345,4.137931035,19.48275862,65.42758621,66.55172414,0.422676488,0.350960997,22.17241379,0.67263016,9.689655172,19.06896552,28.75862069,12.79310345,9.862068966,1.543170048,6.068965517,4.448275862,17.86206897,65.22155172,9.744351233,12.55265964,9.371637328,0.052513983,0.138745793,9.356512971,0.106032249,3.792655594,8.392466714,10.96254258,4.115332379,4.260021508,0.602256222,2.498768169,2.474500497,4.932549976,5.038323421,9.511595205,0.083866421,0.101383657,6.681899674,0.105404556,4.92880345,4.978030552,7.033873006,3.697289648,3.45092263,0.893093333,2.590243156,2.653652562,4.533400946,5.110889653,0,""
"New Hampshire",45.9082,37.3942,66.9565,6.3158,45.6459,31.068,68.9759,6.986,37.0998,33.0128,49.7797,40.8163,0.0755,0.0852,20.4,45.9615,17.1449,23.69172,42.5641,49.6861,18.7268,27.21893,36.09542,63.9936,64.2288,100.8639,99.3658,96.8857,100.8493,0.457497,19.563,46.748,33.689,24.2072,50.4228,25.37,76.28,-1.62,-0.73,-0.68,0.52,0.57,-2.35,1.35,34.81,21.85,20.23,23.24,16.69,17.99,37.68,25.9,12.54,16.46,7.42,22.87,21.83,20.59,21.93,12.77,1306,29,0.586206897,9.588235294,-6.666666667,65.20689655,0.428827478,0.373505897,19.17241379,0.6767866,7.655172414,25.06896552,32.72413793,11.37931035,12.34482759,1.020057557,4.896551724,2.206896552,19.27586207,66.52068966,62.34482759,0.407473441,0.30853625,21.65517241,0.69021707,6.965517241,22.03448276,29,8.517241379,11.06896552,0.794657211,5.689655172,2.24137931,17.82758621,66.42413793,8.070461755,5.466149273,7.523198932,0.064884762,0.136782307,7.285352063,0.115382091,2.881912337,6.922690613,8.44687834,2.624252181,3.487486427,0.457591984,1.858279304,1.497123679,3.682938964,5.585948047,7.271646807,0.058977789,0.105722899,6.810054867,0.124362851,3.110842314,5.858344224,6.98978847,2.530114194,2.491858665,0.262215352,2.285098439,1.883294462,3.89201532,5.267299232,0,""
"New Mexico",48.556,30.8333,65.8456,14.791,46.4094,31.3901,70.3422,9.296,30.2267,41.7603,57.8717,59.7201,0.0906,0.0963,-3.1,46.6916,18.5885,26.12967,32.83396,47.8589,20.1847,33.33333,38.35013,61.9608,62.4923,98.8535,98.9195,96.3846,97.1752,0.550971,20.8745,56.0125,23.113,19.8285,46.4094,33.7621,78.31,2.71,1.58,1.31,1.31,1.35,4.29,1.65,35.68,18.25,19.62,23.05,22.64,16.44,30.16,26.59,20.2,17.51,5.54,21.62,16.3,19.22,21.22,21.64,1307,31,0.483870968,12,-7.8125,61.96774194,0.436280619,0.321752242,19.64516129,0.669229792,9.129032258,23.96774194,33.09677419,12.83870968,12.35483871,1.101789785,5.741935484,4.483870968,17.35483871,63.78306452,60.19354839,0.403291264,0.312777173,16.96774194,0.698410244,7.258064516,18.70967742,25.96774194,12.38709677,11.38709677,1.210940388,6.064516129,3.322580645,17.96774194,63.83387097,7.587583843,4.84725008,8.673653098,0.071629046,0.146192277,7.083070836,0.118649097,3.676428842,5.275628689,6.749591784,3.277161111,2.714754588,0.433575356,2.695276633,1.997848305,3.638208232,4.462190172,9.163039361,0.072818055,0.102236457,5.570660469,0.125203159,3.043766767,5.361551693,6.819012006,3.353380576,3.392908481,0.536109635,1.730808749,1.955966884,4.222825839,4.157140185,0,""
"New Mexico St.",49.7453,36.3409,70.7214,9.1129,46.371,29.4737,69.4497,5.6876,25.3012,23.4568,49.9316,49.6361,0.0994,0.0841,14.7,45.8642,20.5447,30.73892,32.53086,50.9512,21.9212,39.52282,44.83196,62.7971,63.7287,107.3347,104.0635,94.1706,97.9481,0.667407,23.7304,55.6241,20.6455,19.7624,62.095,18.1425,77.48,1.03,1.92,1.73,-0.7,0.1,2.95,1.61,31.61,17.56,24.56,19.5,21.33,17.05,30.95,30.61,18.92,16.33,3.2,24.64,24.16,20.25,16.25,14.7,1308,31,0.677419355,15.52380952,-7.1,67.96774194,0.465024481,0.37054444,22.80645161,0.703060878,11.25806452,21.48387097,32.74193548,11.77419355,13.77419355,0.935074283,6.322580645,3.64516129,16.12903226,64.18790323,59.74193548,0.424069281,0.291247846,17,0.701715084,8.451612903,14.09677419,22.5483871,11.03225807,12.74193548,0.952425655,5.387096774,2.193548387,19.19354839,64.6233871,10.1617865,6.100091074,11.35923669,0.058561947,0.120266012,8.447561206,0.099688338,5.915898027,4.731954971,7.767315031,3.774561144,4.112660756,0.410383159,2.612624438,1.906976439,5.584155773,6.150057151,12.35305021,0.081903657,0.150338245,8.087026648,0.147198932,3.640867201,9.658691556,11.81478935,3.674088286,3.803224438,0.430540556,3.303305611,2.039924097,4.362104651,5.664667302,1,"champ"
"New Orleans",45.2142,33.945,70.1835,8.3507,53.8622,37.844,65.2529,11.1212,22.9635,31.2769,39.5387,50.6608,0.1006,0.109,10.7,54.7704,21.2351,32.85714,43.97418,46.5239,22.2357,35.69097,45.92697,68.5537,67.7074,99.2007,96.5352,107.2191,107.9044,0.217485,25.7287,55.6054,18.6659,20.7577,53.5547,25.6876,75.28,-1.53,-0.63,-0.33,-1.17,-3.27,-2.16,1.24,34.72,18.39,15.91,20.57,23.59,21.54,31.88,31.53,19.42,10.97,6.2,33.59,23.01,19.11,13.49,10.79,1309,26,0.307692308,9.375,-12.11111111,68.61538462,0.432384555,0.337964289,25.15384615,0.701878491,10.19230769,21.38461539,31.57692308,9.230769231,15.15384615,0.672093696,6.961538462,3.076923077,20.69230769,71.67884615,74.11538462,0.489647623,0.374799466,23.57692308,0.662887961,9.076923077,21.26923077,30.34615385,13.26923077,14.42307692,1.074908048,7.538461539,4.692307692,21.61538462,70.19903846,7.130167299,9.448864786,10.50743327,0.075044462,0.173504986,7.739210852,0.134063806,4.030079213,7.099729139,9.835336606,3.881316192,4.679250433,0.353629919,2.904903017,1.937484491,5.120697068,7.216746817,11.45888973,0.070035522,0.120422719,7.965792249,0.092739005,3.211517734,5.568178821,5.670571807,5.495872577,4.981349833,0.696980701,2.969589456,2.293804364,4.262177125,7.039089006,0,""
"Niagara",42.2509,35.1145,69.4864,6.5714,52.0952,37.8521,70.5782,11.6236,32.5871,35.1051,52.648,58.1365,0.0869,0.0964,1.5,53.7392,18.0774,29.5288,36.34116,45.6468,20.6022,31.99627,41.16915,65.4512,64.871,97.3436,99.1415,108.434,109.5721,0.240417,23.8589,47.5104,28.6307,19.2665,50.7892,29.9443,76.08,-1.74,-1.74,-0.68,-0.16,1.39,-3.48,0.65,27.93,21.74,20.73,23.81,17.8,15.92,36.57,21.66,21.64,10.59,9.55,28.45,25.39,16.11,14.73,15.32,1310,30,0.266666667,6.875,-12.68181818,64.33333333,0.403223481,0.348636869,22.06666667,0.702131646,9.533333333,22.53333333,32.06666667,11.26666667,13.36666667,0.978631705,5.733333333,2.3,18.63333333,67.94833333,71.8,0.470682735,0.377846515,19.6,0.681362623,8.266666667,22.73333333,31,14.76666667,11.86666667,1.349278959,6.366666667,4.2,19.13333333,66.84333333,6.104740547,8.357411103,11.12726795,0.081308645,0.141680677,6.927871412,0.105453178,2.2550072,5.373840426,6.158444348,4.417311816,3.690466126,0.794575315,2.612085088,1.556964332,4.958332126,6.251675408,11.64533353,0.055359342,0.110013315,9.353590496,0.140146374,3.204881334,5.794964124,6.807703547,3.701661634,3.104316609,0.554806347,2.251181044,2.784191829,3.674078194,6.092823412,0,""
"Nicholls St.",48.3871,31.1512,62.9174,11.0879,48.3264,35.7143,72.191,10.2336,33.0104,31.9088,56.5445,49.8392,0.0992,0.1248,11.6,50,20.3372,34.49048,50.71225,47.839,24.9619,30.10033,42.3994,68.374,66.6975,91.4526,90.8803,106.9711,105.5265,0.152088,21.8027,52.9842,25.2132,26.7987,48.1752,25.0261,76.44,-0.51,0.18,-0.3,0.04,-0.54,-0.33,1.2,39.76,19.94,19.45,22.49,26.28,11.83,31.05,26.31,22.02,12.44,8.17,25.97,26.37,18.05,17.46,12.14,1311,26,0.269230769,8.571428571,-17.57894737,63.23076923,0.430501571,0.310697995,21.88461539,0.637521705,8.730769231,20,28.73076923,12.46153846,17.23076923,0.766827688,6.846153846,4.076923077,22.26923077,70.54903846,73.76923077,0.445819648,0.338200347,27.38461539,0.707864263,10,23.07692308,33.07692308,11.92307692,13.88461539,0.95947969,8.615384615,3.538461539,20.07692308,70.89230769,2.935821456,11.42276377,11.47277714,0.072677709,0.121559954,8.846816029,0.142972428,3.329356602,6.979971347,9.136991594,3.952019931,3.712763847,0.342624092,2.852259563,2.243623443,4.609188148,5.997476473,11.63205121,0.079281668,0.126222894,9.134886636,0.110677991,4.019950248,5.830424183,8.970721607,5.705597791,4.283241045,0.580353754,2.871611716,1.881079886,5.027310032,5.092105504,0,""
"Norfolk St.",51.9298,33.7449,65.864,15.3179,45.8574,33.5799,65.593,9.386,29.8893,39.4399,52.5132,54.0541,0.0729,0.0855,1.1,47.6371,18.2667,30.87189,39.84831,51.5375,20.6472,34.5641,43.41943,65.39,65.0105,103.7974,102.5596,101.3346,105.3307,0.423945,21.7188,55.3013,22.9799,21.5281,45.7472,32.7247,77.36,-0.02,-0.26,0.61,1.38,1.79,-0.28,1.98,28.33,24.58,15.17,20.36,22.26,17.63,38.46,23.01,22.77,9.91,5.85,29.43,20.19,19.08,16.35,14.94,1313,31,0.580645161,12.5,-12.69230769,69.06451613,0.469738809,0.341212634,22.77419355,0.662380492,9.225806452,23.87096774,33.09677419,12.80645161,13.48387097,1.036209124,4.838709677,5.129032258,20.19354839,67.52741936,67.12903226,0.41286882,0.334126765,22.03225807,0.64960834,9.516129032,19.35483871,28.87096774,12.25806452,11.64516129,1.157431939,5.677419355,3.451612903,19.32258065,67.88467742,7.508818345,11.11593912,12.460432,0.106846234,0.145329132,7.490926411,0.10798681,2.825003568,7.223766033,6.871947025,4.805686596,4.334904595,0.497035309,2.13067711,2.305673228,4.245934172,4.938548854,9.576853817,0.050775795,0.114745267,6.983236456,0.111401483,4.007251492,5.2379919,6.965352039,4.545824032,3.362027038,0.570028244,2.399820782,2.668816338,4.384724216,6.096261414,0,""
"North Carolina",51.2944,34.5041,70.0671,11.9195,45.743,29.751,68.6934,8.5491,22.5641,37.129,60.9421,52.2005,0.0952,0.0956,3.3,45.3285,17.7658,30.49853,37.61557,51.3986,18.1742,39.93453,34.73193,69.4537,69.9587,111.2074,115.2576,98.1216,95.0382,0.901876,19.1419,62.4862,18.3718,22.1805,49.3734,28.4461,77.84,0.3,1.77,2.43,0.87,0.52,2.07,1.31,32.41,21.88,24.01,17.77,17.24,19.09,32.22,29.02,22.08,12.72,3.95,29.5,24.04,17.76,17.72,10.98,1314,35,0.685714286,17.66666667,-8.272727273,77.91428571,0.476109702,0.348254563,21.31428571,0.707600934,11.8,25.85714286,37.65714286,17.74285714,12.31428571,1.72616599,6.657142857,4.4,19.25714286,71.92428571,68.4,0.401061231,0.303242178,22.08571429,0.68612689,10.05714286,17.48571429,27.54285714,12.2,12.25714286,1.161031053,6.685714286,4.057142857,18.17142857,71.405,11.9588667,4.291640924,12.02294725,0.073006114,0.124869007,7.630324288,0.090582232,3.4368248,5.134329999,6.859698403,4.779508079,4.213224478,1.126834094,2.689225311,2.511151599,4.19623681,5.873480673,11.47683088,0.083018309,0.122039211,7.151188419,0.117166637,4.696324327,6.783940502,10.43563707,4.873698921,3.728608455,0.953449244,2.794652757,2.37564675,4.30789777,5.865128753,1,"atlarge"
"North Carolina A&T",45.7404,28.4091,67.7876,11.2705,47.8484,36.4583,68.2965,7.6065,34.8745,37.1134,46.4226,57.3117,0.0787,0.1112,-1,50.3866,18.8322,34.39425,40.85052,44.6499,23.62,34.00201,37.31836,62.4326,62.3396,92.6403,92.3132,106.1365,111.2436,0.104785,22.0749,51.9885,25.9366,21.6825,46.7702,31.5473,76.83,-0.16,0.13,0.56,0.25,0.06,-0.03,1.31,37.79,17.59,28.93,20.52,16.61,16.35,26.2,26.67,21.04,17.4,8.69,20.43,29.73,18.88,14.91,16.06,1299,30,0.233333333,10.28571429,-14.52173913,57.83333333,0.399336024,0.285526655,18.86666667,0.670186152,9.533333333,19.33333333,28.86666667,9.3,14.56666667,0.722707357,4.966666667,3.666666667,18.53333333,64.46166667,66.56666667,0.435389143,0.365987986,21.13333333,0.678200698,9.3,20.3,29.6,12.96666667,11.7,1.29153283,6.933333333,2.5,18.66666667,64.205,7.409774754,10.71052823,8.917566288,0.062336089,0.104053629,7.998850492,0.136895985,3.997700489,6.934836265,9.898566017,3.14203975,4.680725948,0.391825794,2.941772083,2.630501897,3.866151373,6.153607483,11.85743862,0.077138487,0.107910182,7.942610243,0.131178388,2.493439668,4.956013415,6.327825797,4.506572467,4.111799673,0.722811457,2.935318033,2.080285126,5.485613368,5.341950922,0,""
"North Carolina Central",52.9867,35.249,68.2243,11.3228,41.0582,28.4274,66.8942,9.9558,36.6059,34.4205,55.9578,46.3138,0.0955,0.0808,11.1,41.6031,20.2233,30.62249,40.6662,52.9453,19.9408,30.88578,37.51753,60.7805,59.9481,106.1863,100.8382,89.8143,96.3991,0.62662,19.4667,51.0933,29.44,24.6386,48.7744,26.5871,76.39,-0.44,0.42,0.02,-1.25,-0.12,-0.02,2.63,18.81,12.67,22.22,21.53,22.93,20.65,21.72,36.07,25.24,9.58,7.39,25.64,27.37,23.46,11.01,12.52,1300,29,0.75862069,17.36363636,-14,64.65517241,0.465141754,0.360981321,18.44827586,0.671548322,7.689655172,21.5862069,29.27586207,12.79310345,12.03448276,1.175452838,5.827586207,3.689655172,18.82758621,62.28017241,54.86206897,0.365705666,0.277112688,20.20689655,0.660327516,8.689655172,19.24137931,27.93103448,8.448275862,12,0.800115697,4.931034483,3.103448276,17.82758621,62.59827586,13.10596176,10.66145706,12.73711075,0.07774468,0.111596811,9.552808887,0.163739078,2.916742903,6.925714204,8.463773862,4.546421751,3.076207761,0.584731682,2.73951202,2.019608312,4.301735244,6.046292324,11.82528809,0.063135103,0.11690525,7.355169758,0.128344976,3.616464812,7.302911222,9.687735378,3.766261948,3.674234614,0.513070688,2.374432782,2.335209192,5.561789059,6.508833047,0,""
"North Carolina State",47.3975,36.0791,68.3358,13.5764,43.5997,33.1633,70.3125,10.0946,32.3733,31.3266,46.7073,51.5192,0.0611,0.0821,5.9,45.5248,15.4437,30.40984,34.09696,49.5733,16.1903,34.13174,36.21333,64.4741,64.4348,108.1518,111.4724,101.0564,98.2047,0.811122,19.9742,51.7434,28.2824,20.843,52.0611,27.0959,77.7,-0.08,1.11,1.21,0.9,2.03,1.03,1.31,32.72,16.89,14.83,20.79,24.58,22.91,30.2,36.45,14,9.36,9.98,25.68,27.5,16.71,16.02,14.09,1301,33,0.606060606,13.95,-8.846153846,70.39393939,0.440752292,0.359487783,20.57575758,0.686962712,10.48484849,24.78787879,35.27272727,11.60606061,10.36363636,1.222076781,3.96969697,5.303030303,17.57575758,66.47045455,65.42424242,0.408135836,0.338000481,19.39393939,0.706120391,9.393939394,21.39393939,30.78787879,11.81818182,9.909090909,1.304902757,5.333333333,3.878787879,19.24242424,66.60606061,10.22110819,6.97431184,11.76844136,0.071627314,0.119579578,8.76438212,0.124983568,4.886980229,6.603775321,9.757281663,3.259020117,3.248251278,0.515714975,1.74077656,2.963157612,4.085265467,6.298658881,11.57051831,0.090835781,0.118607651,7.154279287,0.112140684,3.928576348,7.0486674,9.590873187,3.477198454,2.69679945,0.559929003,2.05649378,2.607172508,5.178261672,6.449345989,1,"atlarge"
"North Dakota",47.8389,33.0709,68.0272,7.6568,51.1993,38.5621,72.546,9.8232,33.2896,29.7472,50.229,51.9126,0.0863,0.0973,13.2,53.1756,18.2055,29.12088,42.25535,48.4273,17.8934,24.7191,38.53211,68.0176,68.0533,97.4747,95.3977,109.9978,109.0581,0.176679,21.2993,51.8637,26.8371,22.3746,52.5071,25.1183,76.12,1.07,0.06,-2.1,-1.7,-0.07,1.13,1.84,33.55,17.55,21.56,17.96,20.58,22.35,31.89,32.11,16.23,6.2,13.56,23.82,29.62,15.48,12.59,18.49,1315,28,0.214285714,6.333333333,-12.45454545,67.07142857,0.431365181,0.327723416,21,0.679550167,6.75,20.25,27,11.75,12.10714286,1.122235197,5.928571429,2.964285714,21.46428571,69.83214286,75.5,0.477052946,0.38620245,23.28571429,0.724005297,7.964285714,24.92857143,32.89285714,13.57142857,12.10714286,1.258589706,6.678571429,3.571428571,18.82142857,70.31071429,3.444802849,10.89223084,10.5441877,0.064415391,0.077532658,7.693190833,0.097697979,3.026120851,6.636738378,9.153020145,3.11061504,4.21056243,0.625542121,2.637739934,1.710147121,3.584763465,6.115333859,10.65798258,0.069618283,0.094296663,5.708065398,0.101796572,2.91207121,4.404783355,6.02672619,4.059087395,3.224205739,0.669962487,2.881017971,2.500793525,4.659149274,5.803847816,0,""
